OrderID,ProductID,Warehouse,OrderQuantity,LeadTimeDays,ShippingDelayDays,SupplierRating,OrderDate,Month,Year
13188,102,Lagos_WH,39,22,2,4.6,2024-03-24,3,2024
13189,128,Abuja_WH,252,24,0,4.0,2023-04-06,4,2023
13190,259,Lagos_WH,396,10,0,3.3,2024-10-19,10,2024
13191,153,Kano_WH,257,26,2,3.2,2024-02-25,2,2024
13192,265,Abuja_WH,236,1,2,2.9,2023-11-07,11,2023
13193,283,Kano_WH,461,26,4,2.8,2024-07-24,7,2024
13194,164,Kano_WH,64,19,7,1.2,2023-02-24,2,2023
13195,248,Kano_WH,496,1,5,1.9,2023-08-04,8,2023
13196,140,Lagos_WH,363,20,7,1.6,2024-11-24,11,2024
13197,119,Kano_WH,118,20,6,2.9,2023-12-05,12,2023
13198,159,Kano_WH,212,6,0,2.2,2023-09-09,9,2023
13199,286,Lagos_WH,342,16,9,2.5,2023-10-23,10,2023
13200,282,Abuja_WH,75,12,7,4.9,2023-05-09,5,2023
13201,102,Kano_WH,173,27,0,4.1,2023-08-31,8,2023
13202,223,Lagos_WH,446,11,4,1.6,2023-08-20,8,2023
13203,217,Abuja_WH,167,22,2,4.2,2023-03-24,3,2023
13204,113,Lagos_WH,473,18,6,2.8,2023-05-13,5,2023
13205,144,Lagos_WH,447,23,4,4.4,2023-01-21,1,2023
13206,208,Lagos_WH,425,7,1,4.0,2024-07-20,7,2024
13207,194,Abuja_WH,216,22,0,3.1,2024-01-13,1,2024
13208,287,Abuja_WH,352,27,9,3.9,2024-06-18,6,2024
13209,276,Kano_WH,440,14,5,4.7,2023-09-23,9,2023
13210,236,Kano_WH,364,25,5,3.2,2024-05-12,5,2024
13211,281,Kano_WH,374,13,7,1.6,2023-06-22,6,2023
13212,169,Kano_WH,346,20,8,3.3,2023-02-03,2,2023
13213,192,Kano_WH,219,8,1,1.2,2024-03-20,3,2024
13214,151,Abuja_WH,169,14,4,2.8,2024-05-23,5,2024
13215,162,Lagos_WH,25,18,4,1.9,2023-12-30,12,2023
13216,279,Kano_WH,330,26,9,3.6,2023-12-07,12,2023
13217,121,Lagos_WH,151,4,7,2.6,2023-03-05,3,2023
13218,154,Lagos_WH,75,23,8,2.9836589289818436,2024-11-10,11,2024
13219,212,Kano_WH,207,23,4,4.6,2023-02-13,2,2023
13220,209,Lagos_WH,483,4,4,2.8,2023-04-21,4,2023
13221,102,Lagos_WH,448,9,2,5.0,2024-10-18,10,2024
13222,101,Lagos_WH,53,2,5,1.5,2023-10-25,10,2023
13223,286,Lagos_WH,145,14,6,4.4,2024-06-02,6,2024
13224,127,Lagos_WH,97,12,2,2.5,2023-09-01,9,2023
13225,264,Lagos_WH,195,22,1,4.2,2023-06-29,6,2023
13226,296,Lagos_WH,48,19,1,3.0,2023-07-05,7,2023
13227,108,Lagos_WH,315,18,8,3.1,2024-04-02,4,2024
13228,289,Lagos_WH,436,27,5,3.1,2024-11-25,11,2024
13229,131,Lagos_WH,40,12,1,2.0,2024-11-16,11,2024
13230,174,Abuja_WH,73,1,4,1.2,2023-06-20,6,2023
13231,201,Abuja_WH,94,10,6,3.6,2024-11-05,11,2024
13232,134,Abuja_WH,157,24,0,1.1,2024-09-28,9,2024
13233,146,Lagos_WH,267,2,7,3.9,2023-11-10,11,2023
13234,245,Kano_WH,308,14,5,2.3,2024-10-31,10,2024
13235,135,Kano_WH,265,20,0,2.6,2024-03-08,3,2024
13236,246,Abuja_WH,49,16,7,4.0,2024-07-04,7,2024
13237,222,Lagos_WH,67,19,4,1.6,2024-03-29,3,2024
13238,252,Kano_WH,349,14,6,3.6,2023-04-12,4,2023
13239,273,Kano_WH,122,29,9,3.3,2024-01-19,1,2024
13240,159,Lagos_WH,95,24,3,2.7,2024-12-24,12,2024
13241,220,Lagos_WH,278,14,1,3.5,2024-11-09,11,2024
13242,194,Abuja_WH,132,23,7,2.4,2024-01-25,1,2024
13243,122,Lagos_WH,477,4,3,2.1,2023-03-20,3,2023
13244,221,Abuja_WH,117,11,7,1.4,2023-03-23,3,2023
13245,214,Lagos_WH,256,27,8,3.4,2023-08-23,8,2023
13246,254,Lagos_WH,232,22,3,4.8,2024-10-28,10,2024
13247,262,Kano_WH,416,21,7,4.2,2023-08-09,8,2023
13248,176,Lagos_WH,419,2,3,1.4,2024-04-16,4,2024
13249,282,Abuja_WH,244,7,7,1.9,2023-08-05,8,2023
13250,135,Lagos_WH,254,25,0,3.6,2024-12-24,12,2024
13251,196,Abuja_WH,231,13,1,1.0,2024-03-05,3,2024
13252,212,Kano_WH,133,8,9,3.3,2024-06-16,6,2024
13253,298,Kano_WH,246,12,2,4.9,2024-07-05,7,2024
13254,236,Abuja_WH,338,7,1,2.4,2023-04-14,4,2023
13255,213,Abuja_WH,432,27,9,4.6,2024-12-06,12,2024
13256,120,Kano_WH,179,22,7,1.4,2024-03-08,3,2024
13257,259,Lagos_WH,254,29,9,1.2,2024-11-12,11,2024
13258,165,Lagos_WH,41,27,8,2.4,2024-11-16,11,2024
13259,143,Lagos_WH,437,2,8,3.3,2024-09-11,9,2024
13260,220,Lagos_WH,305,6,0,4.3,2024-06-06,6,2024
13261,292,Lagos_WH,85,11,8,1.7,2023-07-13,7,2023
13262,179,Abuja_WH,389,17,7,2.0,2023-08-27,8,2023
13263,242,Abuja_WH,213,15,7,2.9,2024-12-01,12,2024
13264,254,Lagos_WH,100,22,2,2.4,2024-10-16,10,2024
13265,115,Kano_WH,311,23,7,1.0,2023-10-09,10,2023
13266,145,Kano_WH,35,20,1,2.3,2024-01-22,1,2024
13267,202,Lagos_WH,116,26,1,2.0,2024-02-06,2,2024
13268,299,Lagos_WH,279,11,3,3.0,2024-06-15,6,2024
13269,275,Abuja_WH,215,23,6,1.5,2023-02-28,2,2023
13270,164,Kano_WH,404,9,3,3.7,2024-12-20,12,2024
13271,118,Lagos_WH,107,17,1,2.2,2024-05-03,5,2024
13272,189,Abuja_WH,191,20,4,1.9,2023-08-03,8,2023
13273,136,Abuja_WH,17,10,7,2.2,2023-04-13,4,2023
13274,285,Lagos_WH,176,4,6,2.8,2024-10-11,10,2024
13275,282,Lagos_WH,24,4,6,4.6,2024-04-14,4,2024
13276,152,Abuja_WH,269,16,8,3.7,2024-08-18,8,2024
13277,146,Abuja_WH,202,1,4,1.7,2024-12-14,12,2024
13278,230,Abuja_WH,172,23,3,3.7,2023-10-09,10,2023
13279,187,Lagos_WH,15,24,9,1.6,2023-05-20,5,2023
13280,185,Abuja_WH,124,29,8,2.3,2023-11-23,11,2023
13281,161,Abuja_WH,75,27,0,2.9,2024-03-20,3,2024
13282,228,Kano_WH,248,7,5,3.5,2023-12-19,12,2023
13283,138,Lagos_WH,476,2,2,2.9,2023-12-30,12,2023
13284,172,Abuja_WH,104,29,5,3.3,2024-03-21,3,2024
13285,260,Lagos_WH,190,4,6,3.7,2024-06-13,6,2024
13286,122,Kano_WH,220,2,0,4.8,2024-03-03,3,2024
13287,261,Abuja_WH,416,23,5,2.9836589289818436,2024-07-07,7,2024
13288,148,Lagos_WH,466,16,7,3.0,2023-10-15,10,2023
13289,224,Kano_WH,28,4,4,4.0,2024-02-24,2,2024
13290,276,Lagos_WH,22,23,4,2.8,2024-02-24,2,2024
13291,148,Kano_WH,455,22,6,4.9,2023-12-23,12,2023
13292,237,Lagos_WH,133,10,7,1.3,2023-12-29,12,2023
13293,195,Abuja_WH,273,10,6,1.8,2023-06-18,6,2023
13294,165,Lagos_WH,386,3,2,2.0,2024-04-23,4,2024
13295,170,Kano_WH,327,9,5,2.1,2023-05-11,5,2023
13296,166,Abuja_WH,101,27,8,2.1,2024-09-23,9,2024
13297,138,Kano_WH,356,24,1,3.4,2024-07-13,7,2024
13298,269,Lagos_WH,65,7,8,4.6,2023-06-25,6,2023
13299,199,Lagos_WH,126,19,2,1.3,2023-02-18,2,2023
13300,100,Abuja_WH,303,21,2,4.3,2024-02-27,2,2024
13301,273,Lagos_WH,371,27,9,2.2,2024-05-19,5,2024
13302,263,Kano_WH,338,8,1,3.4,2024-05-05,5,2024
13303,223,Abuja_WH,280,18,2,3.6,2024-07-23,7,2024
13304,271,Kano_WH,71,4,6,3.2,2023-05-24,5,2023
13305,130,Abuja_WH,198,5,2,1.4,2024-01-04,1,2024
13306,196,Abuja_WH,311,16,0,2.9,2024-12-05,12,2024
13307,209,Abuja_WH,427,18,3,1.3,2024-08-26,8,2024
13308,285,Lagos_WH,34,6,6,1.0,2023-10-28,10,2023
13309,231,Lagos_WH,10,23,5,1.8,2024-03-31,3,2024
13310,152,Abuja_WH,468,24,9,2.2,2024-03-19,3,2024
13311,202,Abuja_WH,280,12,2,3.7,2024-09-07,9,2024
13312,192,Lagos_WH,483,20,0,2.5,2023-10-05,10,2023
13313,284,Lagos_WH,56,5,7,3.0,2023-09-20,9,2023
13314,177,Kano_WH,175,19,1,3.4,2023-03-06,3,2023
13315,277,Kano_WH,170,21,4,1.1,2024-01-15,1,2024
13316,104,Abuja_WH,314,13,2,2.4,2023-08-30,8,2023
13317,151,Abuja_WH,364,22,3,2.7,2023-05-27,5,2023
13318,244,Kano_WH,420,13,2,2.0,2023-09-09,9,2023
13319,131,Abuja_WH,445,4,2,2.5,2023-07-08,7,2023
13320,233,Kano_WH,341,11,2,3.0,2023-06-06,6,2023
13321,296,Kano_WH,221,6,9,3.4,2023-01-11,1,2023
13322,192,Kano_WH,277,9,7,2.2,2024-06-27,6,2024
13323,224,Lagos_WH,387,20,0,3.8,2024-09-13,9,2024
13324,191,Abuja_WH,259,29,1,4.4,2024-11-05,11,2024
13325,288,Kano_WH,454,7,1,1.5,2024-07-08,7,2024
13326,237,Lagos_WH,430,24,8,2.2,2024-08-07,8,2024
13327,250,Lagos_WH,15,12,6,2.4,2024-12-13,12,2024
13328,212,Abuja_WH,477,10,9,1.4,2023-07-11,7,2023
13329,280,Kano_WH,224,3,6,3.4,2023-02-16,2,2023
13330,160,Abuja_WH,472,7,7,1.8,2024-10-04,10,2024
13331,246,Kano_WH,392,25,1,4.6,2024-04-19,4,2024
13332,231,Kano_WH,357,27,9,1.6,2023-07-05,7,2023
13333,273,Lagos_WH,299,10,0,3.9,2024-04-20,4,2024
13334,259,Kano_WH,401,1,5,3.6,2024-04-25,4,2024
13335,183,Lagos_WH,477,12,2,2.9,2024-09-26,9,2024
13336,145,Kano_WH,15,1,1,3.1,2024-09-02,9,2024
13337,161,Abuja_WH,197,13,2,1.6,2024-11-20,11,2024
13338,191,Kano_WH,163,7,3,1.1,2024-03-05,3,2024
13339,153,Lagos_WH,186,18,4,4.8,2024-03-05,3,2024
13340,223,Lagos_WH,283,8,9,1.1,2023-04-15,4,2023
13341,199,Lagos_WH,136,6,9,3.3,2023-06-19,6,2023
13342,166,Lagos_WH,151,29,3,4.3,2024-07-18,7,2024
13343,123,Lagos_WH,413,15,7,1.0,2023-08-25,8,2023
13344,165,Lagos_WH,435,18,5,2.5,2024-11-03,11,2024
13345,117,Abuja_WH,246,4,6,2.2,2024-01-10,1,2024
13346,195,Kano_WH,378,23,3,1.8,2024-04-17,4,2024
13347,147,Abuja_WH,458,12,6,1.7,2023-05-30,5,2023
13348,273,Abuja_WH,96,8,4,2.5,2024-06-03,6,2024
13349,147,Abuja_WH,327,5,1,1.6,2023-08-09,8,2023
13350,161,Kano_WH,67,2,8,1.8,2023-10-20,10,2023
13351,254,Abuja_WH,241,18,1,3.2,2024-09-18,9,2024
13352,161,Lagos_WH,409,4,1,2.0,2023-01-20,1,2023
13353,201,Kano_WH,438,19,2,1.3,2024-01-07,1,2024
13354,224,Abuja_WH,432,23,3,4.5,2023-06-25,6,2023
13355,201,Abuja_WH,412,21,6,2.9836589289818436,2024-08-21,8,2024
13356,177,Kano_WH,401,21,4,4.3,2024-10-10,10,2024
13357,164,Kano_WH,262,26,6,1.2,2023-02-15,2,2023
13358,151,Lagos_WH,161,8,0,3.5,2024-12-22,12,2024
13359,100,Lagos_WH,382,1,3,4.3,2023-05-04,5,2023
13360,277,Kano_WH,245,22,1,3.8,2023-08-10,8,2023
13361,139,Lagos_WH,257,12,5,4.4,2023-10-09,10,2023
13362,171,Lagos_WH,25,6,1,1.4,2023-09-29,9,2023
13363,244,Abuja_WH,406,20,3,1.7,2023-01-16,1,2023
13364,100,Lagos_WH,123,7,4,1.6,2024-08-22,8,2024
13365,177,Abuja_WH,423,11,7,3.5,2024-01-13,1,2024
13366,257,Lagos_WH,150,9,4,5.0,2023-04-23,4,2023
13367,166,Abuja_WH,222,25,1,2.7,2023-11-11,11,2023
13368,121,Lagos_WH,348,8,9,4.7,2024-02-26,2,2024
13369,134,Lagos_WH,164,17,7,4.6,2024-03-21,3,2024
13370,155,Lagos_WH,431,11,7,4.2,2023-09-08,9,2023
13371,225,Abuja_WH,47,28,9,2.9,2023-02-26,2,2023
13372,241,Kano_WH,188,16,0,2.3,2023-06-30,6,2023
13373,144,Lagos_WH,160,9,8,1.2,2023-08-31,8,2023
13374,185,Lagos_WH,153,12,7,2.9,2024-07-01,7,2024
13375,132,Kano_WH,55,4,0,4.5,2023-02-11,2,2023
13376,239,Abuja_WH,225,3,8,2.9,2024-07-19,7,2024
13377,251,Lagos_WH,437,12,8,1.0,2024-04-07,4,2024
13378,296,Abuja_WH,123,18,7,4.2,2023-02-21,2,2023
13379,284,Lagos_WH,217,4,9,1.5,2023-10-04,10,2023
13380,236,Abuja_WH,442,16,6,1.7,2024-07-05,7,2024
13381,229,Abuja_WH,409,7,5,1.9,2024-02-04,2,2024
13382,158,Kano_WH,276,10,4,1.8,2023-08-28,8,2023
13383,194,Abuja_WH,419,1,5,3.9,2023-03-24,3,2023
13384,128,Lagos_WH,473,14,0,4.8,2023-01-20,1,2023
13385,154,Kano_WH,242,18,0,1.5,2023-05-02,5,2023
13386,193,Kano_WH,24,1,8,2.6,2024-09-27,9,2024
13387,249,Abuja_WH,195,22,5,3.4,2023-12-24,12,2023
13388,218,Abuja_WH,347,26,2,2.9,2024-01-24,1,2024
13389,204,Lagos_WH,369,7,8,2.4,2024-10-16,10,2024
13390,276,Kano_WH,27,24,2,1.9,2023-10-23,10,2023
13391,239,Kano_WH,259,18,8,3.2,2024-08-08,8,2024
13392,298,Kano_WH,236,17,4,3.0,2023-03-16,3,2023
13393,235,Abuja_WH,206,11,0,5.0,2024-04-26,4,2024
13394,115,Lagos_WH,331,28,4,2.9,2024-01-05,1,2024
13395,267,Lagos_WH,295,2,9,4.5,2023-02-09,2,2023
13396,272,Kano_WH,168,8,1,4.8,2024-01-01,1,2024
13397,163,Abuja_WH,162,5,1,2.3,2023-10-07,10,2023
13398,290,Lagos_WH,372,27,0,2.2,2023-12-20,12,2023
13399,278,Lagos_WH,360,22,9,4.8,2023-02-09,2,2023
13400,109,Abuja_WH,476,4,3,3.3,2023-05-29,5,2023
13401,175,Lagos_WH,491,3,3,1.8,2024-12-06,12,2024
13402,220,Kano_WH,219,11,4,2.0,2023-09-06,9,2023
13403,298,Abuja_WH,496,25,3,1.1,2023-05-22,5,2023
13404,272,Kano_WH,457,21,1,2.3,2024-09-04,9,2024
13405,184,Kano_WH,426,23,4,3.5,2023-10-03,10,2023
13406,155,Abuja_WH,140,15,7,2.2,2024-02-08,2,2024
13407,172,Lagos_WH,27,28,5,1.9,2024-09-20,9,2024
13408,112,Kano_WH,365,23,4,1.2,2023-01-29,1,2023
13409,163,Lagos_WH,445,7,6,4.4,2024-04-03,4,2024
13410,214,Lagos_WH,355,24,0,2.9836589289818436,2024-08-09,8,2024
13411,257,Lagos_WH,357,3,5,4.6,2024-04-10,4,2024
13412,151,Lagos_WH,297,17,1,1.1,2023-04-22,4,2023
13413,213,Lagos_WH,58,20,4,4.7,2024-06-13,6,2024
13414,153,Abuja_WH,174,17,9,3.1,2024-01-28,1,2024
13415,156,Lagos_WH,80,20,3,1.5,2024-01-17,1,2024
13416,117,Lagos_WH,293,11,6,2.0,2024-07-26,7,2024
13417,124,Kano_WH,41,18,8,1.6,2024-07-23,7,2024
13418,280,Abuja_WH,178,24,8,1.9,2024-08-08,8,2024
13419,119,Lagos_WH,429,6,9,2.1,2023-03-07,3,2023
13420,110,Lagos_WH,95,14,0,3.3,2023-10-28,10,2023
13421,267,Kano_WH,402,5,6,2.0,2024-12-12,12,2024
13422,250,Abuja_WH,282,15,6,3.0,2023-10-08,10,2023
13423,189,Abuja_WH,19,2,4,3.6,2023-06-07,6,2023
13424,186,Kano_WH,356,26,7,4.1,2024-04-05,4,2024
13425,269,Abuja_WH,26,19,9,4.5,2024-02-20,2,2024
13426,274,Abuja_WH,361,15,3,1.6,2024-10-07,10,2024
13427,155,Lagos_WH,65,9,0,3.6,2024-04-12,4,2024
13428,132,Kano_WH,243,5,3,1.5,2024-08-11,8,2024
13429,197,Kano_WH,148,2,1,1.9,2024-09-29,9,2024
13430,125,Abuja_WH,310,1,2,3.3,2023-12-10,12,2023
13431,202,Lagos_WH,354,21,3,4.8,2024-01-17,1,2024
13432,168,Abuja_WH,136,3,6,3.4,2023-02-17,2,2023
13433,128,Lagos_WH,26,5,8,4.5,2023-07-07,7,2023
13434,208,Abuja_WH,201,24,3,3.7,2023-10-30,10,2023
13435,159,Abuja_WH,484,20,1,4.0,2023-05-18,5,2023
13436,264,Kano_WH,131,16,9,1.9,2024-07-11,7,2024
13437,252,Abuja_WH,64,6,9,2.9,2024-05-03,5,2024
13438,206,Abuja_WH,216,8,3,4.2,2023-11-26,11,2023
13439,271,Kano_WH,270,3,7,3.6,2024-06-03,6,2024
13440,261,Lagos_WH,116,26,1,1.1,2023-12-04,12,2023
13441,220,Abuja_WH,129,12,7,3.7,2024-11-20,11,2024
13442,111,Abuja_WH,342,24,4,1.8,2024-08-10,8,2024
13443,192,Kano_WH,260,1,1,4.7,2024-10-22,10,2024
13444,138,Lagos_WH,335,26,7,4.7,2023-08-29,8,2023
13445,246,Abuja_WH,51,20,1,4.4,2024-02-14,2,2024
13446,246,Abuja_WH,221,22,3,1.8,2024-01-30,1,2024
13447,128,Kano_WH,332,14,1,1.5,2023-01-11,1,2023
13448,293,Lagos_WH,357,11,5,2.9836589289818436,2023-06-29,6,2023
13449,189,Abuja_WH,140,20,2,2.9,2023-06-07,6,2023
13450,200,Kano_WH,106,7,6,4.5,2023-06-23,6,2023
13451,211,Kano_WH,331,4,5,4.4,2024-10-02,10,2024
13452,175,Kano_WH,494,6,0,4.4,2024-11-22,11,2024
13453,119,Lagos_WH,453,14,8,1.9,2023-01-15,1,2023
13454,284,Kano_WH,294,10,6,3.6,2024-06-23,6,2024
13455,196,Abuja_WH,471,4,0,4.8,2023-07-10,7,2023
13456,108,Abuja_WH,400,13,3,2.3,2023-02-27,2,2023
13457,101,Lagos_WH,117,22,3,3.6,2024-03-28,3,2024
13458,255,Abuja_WH,141,8,5,2.5,2024-11-15,11,2024
13459,133,Lagos_WH,187,18,2,2.1,2023-08-22,8,2023
13460,120,Abuja_WH,286,5,1,2.9836589289818436,2023-11-24,11,2023
13461,182,Kano_WH,226,12,2,1.8,2024-05-07,5,2024
13462,180,Abuja_WH,402,23,3,1.4,2023-09-08,9,2023
13463,283,Kano_WH,197,5,7,2.1,2024-07-03,7,2024
13464,232,Lagos_WH,469,7,7,2.8,2024-03-11,3,2024
13465,184,Kano_WH,21,19,0,4.2,2023-02-15,2,2023
13466,121,Kano_WH,321,14,8,1.9,2023-11-05,11,2023
13467,286,Abuja_WH,14,11,3,4.6,2024-06-25,6,2024
13468,267,Lagos_WH,456,20,3,3.2,2024-01-23,1,2024
13469,183,Abuja_WH,486,21,3,2.9836589289818436,2024-10-03,10,2024
13470,290,Lagos_WH,292,28,6,2.0,2023-11-15,11,2023
13471,259,Kano_WH,112,11,1,4.4,2024-08-19,8,2024
13472,144,Lagos_WH,186,29,6,1.1,2024-03-20,3,2024
13473,182,Lagos_WH,285,3,9,1.8,2024-09-28,9,2024
13474,132,Lagos_WH,137,13,1,4.1,2024-04-06,4,2024
13475,134,Abuja_WH,294,6,2,1.3,2024-09-24,9,2024
13476,145,Kano_WH,256,26,4,3.4,2023-12-14,12,2023
13477,226,Kano_WH,220,16,0,3.9,2024-02-29,2,2024
13478,205,Abuja_WH,301,28,7,3.3,2023-09-22,9,2023
13479,263,Lagos_WH,106,23,5,1.4,2023-04-08,4,2023
13480,207,Kano_WH,145,6,3,3.4,2023-07-22,7,2023
13481,289,Kano_WH,167,6,2,3.4,2023-05-27,5,2023
13482,182,Kano_WH,198,21,6,2.9,2024-08-27,8,2024
13483,199,Lagos_WH,261,6,5,2.5,2024-01-11,1,2024
13484,206,Abuja_WH,363,22,8,2.0,2024-09-17,9,2024
13485,125,Abuja_WH,360,13,1,1.3,2023-02-13,2,2023
13486,234,Kano_WH,394,26,5,1.1,2023-08-18,8,2023
13487,186,Lagos_WH,428,8,9,4.2,2024-08-07,8,2024
13488,232,Kano_WH,476,17,0,3.1,2023-10-14,10,2023
13489,216,Abuja_WH,183,2,3,1.6,2023-05-16,5,2023
13490,259,Lagos_WH,283,29,3,1.4,2024-08-07,8,2024
13491,178,Abuja_WH,320,6,8,1.4,2023-01-08,1,2023
13492,180,Kano_WH,119,6,8,1.6,2023-09-05,9,2023
13493,183,Abuja_WH,90,7,7,1.1,2024-12-21,12,2024
13494,284,Lagos_WH,115,1,7,4.1,2023-08-12,8,2023
13495,211,Lagos_WH,40,22,4,2.5,2024-01-15,1,2024
13496,222,Lagos_WH,73,8,2,2.2,2023-03-28,3,2023
13497,289,Abuja_WH,285,3,9,2.8,2024-05-24,5,2024
13498,255,Lagos_WH,385,4,4,2.2,2024-07-11,7,2024
13499,224,Abuja_WH,294,17,9,3.8,2023-04-10,4,2023
13500,221,Lagos_WH,240,3,6,2.2,2024-06-05,6,2024
13501,179,Abuja_WH,436,23,7,3.5,2023-03-26,3,2023
13502,227,Abuja_WH,478,29,7,2.5,2024-09-01,9,2024
13503,177,Abuja_WH,192,25,1,2.6,2023-06-12,6,2023
13504,173,Lagos_WH,82,2,6,4.1,2024-09-07,9,2024
13505,293,Abuja_WH,423,14,3,3.1,2023-02-17,2,2023
13506,140,Lagos_WH,42,28,3,2.6,2024-03-22,3,2024
13507,185,Kano_WH,155,6,8,2.3,2024-12-01,12,2024
13508,165,Lagos_WH,442,23,6,2.9836589289818436,2024-08-31,8,2024
13509,291,Kano_WH,190,18,4,3.5,2024-12-16,12,2024
13510,106,Lagos_WH,316,24,4,1.3,2024-02-01,2,2024
13511,268,Kano_WH,275,2,6,3.7,2024-08-29,8,2024
13512,222,Abuja_WH,330,12,8,2.8,2023-11-05,11,2023
13513,226,Kano_WH,37,26,5,4.9,2023-07-26,7,2023
13514,272,Kano_WH,362,5,9,2.9836589289818436,2023-12-21,12,2023
13515,271,Abuja_WH,496,10,6,4.8,2023-09-22,9,2023
13516,129,Kano_WH,388,15,3,4.2,2023-03-11,3,2023
13517,265,Lagos_WH,411,13,8,4.9,2023-07-14,7,2023
13518,266,Lagos_WH,372,10,7,1.8,2024-05-14,5,2024
13519,246,Kano_WH,70,22,8,2.9836589289818436,2023-08-24,8,2023
13520,274,Kano_WH,402,29,4,3.4,2023-12-26,12,2023
13521,137,Lagos_WH,229,17,0,1.4,2024-06-09,6,2024
13522,244,Lagos_WH,197,13,7,3.8,2024-11-19,11,2024
13523,200,Kano_WH,96,7,7,2.1,2024-03-24,3,2024
13524,178,Abuja_WH,163,22,6,1.6,2024-12-28,12,2024
13525,296,Abuja_WH,52,4,6,1.2,2023-03-31,3,2023
13526,201,Lagos_WH,42,2,4,2.7,2023-05-18,5,2023
13527,198,Abuja_WH,285,22,7,1.5,2024-07-04,7,2024
13528,103,Kano_WH,25,25,2,3.0,2024-03-16,3,2024
13529,262,Lagos_WH,348,24,4,2.6,2024-06-13,6,2024
13530,228,Abuja_WH,169,26,9,4.5,2024-01-13,1,2024
13531,184,Abuja_WH,127,22,9,1.3,2023-03-11,3,2023
13532,209,Abuja_WH,20,5,8,4.4,2023-11-21,11,2023
13533,285,Lagos_WH,117,10,7,3.9,2024-04-01,4,2024
13534,249,Kano_WH,113,23,8,3.6,2023-07-14,7,2023
13535,232,Kano_WH,327,19,7,4.9,2023-07-04,7,2023
13536,287,Lagos_WH,120,9,5,1.2,2023-02-16,2,2023
13537,135,Abuja_WH,163,22,6,3.0,2023-06-25,6,2023
13538,201,Kano_WH,128,27,5,3.9,2024-01-27,1,2024
13539,236,Abuja_WH,10,2,1,3.1,2024-04-02,4,2024
13540,209,Kano_WH,239,21,0,2.3,2024-01-05,1,2024
13541,156,Kano_WH,277,25,0,1.1,2023-12-22,12,2023
13542,205,Kano_WH,322,22,6,3.6,2023-11-19,11,2023
13543,208,Abuja_WH,82,9,7,4.5,2024-05-02,5,2024
13544,183,Abuja_WH,315,13,0,3.9,2023-12-09,12,2023
13545,189,Abuja_WH,337,1,0,1.2,2024-09-11,9,2024
13546,231,Abuja_WH,104,15,6,3.8,2023-08-11,8,2023
13547,150,Abuja_WH,221,13,4,4.0,2024-09-01,9,2024
13548,266,Lagos_WH,156,14,8,3.7,2023-04-27,4,2023
13549,183,Kano_WH,105,11,8,3.4,2024-05-11,5,2024
13550,205,Kano_WH,128,2,6,3.8,2023-10-30,10,2023
13551,279,Lagos_WH,398,25,6,3.3,2024-04-29,4,2024
13552,170,Kano_WH,296,25,1,2.9,2024-09-20,9,2024
13553,154,Lagos_WH,31,1,1,3.1,2023-02-22,2,2023
13554,207,Lagos_WH,477,11,9,1.3,2023-07-28,7,2023
13555,130,Lagos_WH,130,21,0,3.1,2024-06-21,6,2024
13556,149,Kano_WH,85,22,6,3.8,2023-08-03,8,2023
13557,235,Lagos_WH,92,16,4,3.0,2024-07-07,7,2024
13558,186,Kano_WH,366,5,0,3.2,2024-10-07,10,2024
13559,211,Abuja_WH,75,27,6,4.1,2023-09-08,9,2023
13560,242,Abuja_WH,269,26,6,1.6,2024-12-24,12,2024
13561,164,Lagos_WH,167,19,9,4.0,2024-07-25,7,2024
13562,109,Lagos_WH,160,22,2,2.5,2024-03-28,3,2024
13563,268,Abuja_WH,451,25,2,4.1,2024-11-05,11,2024
13564,187,Abuja_WH,286,10,3,1.9,2024-09-03,9,2024
13565,178,Abuja_WH,447,20,6,4.2,2024-01-31,1,2024
13566,212,Lagos_WH,452,15,6,4.2,2024-09-28,9,2024
13567,275,Abuja_WH,334,2,7,2.3,2024-05-09,5,2024
13568,248,Lagos_WH,16,3,8,4.2,2023-08-03,8,2023
13569,123,Lagos_WH,85,14,4,1.5,2023-09-07,9,2023
13570,250,Lagos_WH,114,23,9,4.2,2023-09-03,9,2023
13571,168,Kano_WH,212,17,7,1.6,2024-01-27,1,2024
13572,132,Lagos_WH,55,7,0,4.9,2023-10-10,10,2023
13573,135,Abuja_WH,215,14,1,3.3,2023-10-11,10,2023
13574,252,Abuja_WH,456,26,7,4.1,2024-01-27,1,2024
13575,285,Lagos_WH,304,29,7,3.3,2024-03-03,3,2024
13576,189,Kano_WH,204,10,8,3.3,2024-03-29,3,2024
13577,165,Kano_WH,480,28,6,2.9,2024-02-10,2,2024
13578,130,Lagos_WH,332,16,7,1.6,2023-08-19,8,2023
13579,203,Kano_WH,109,14,1,2.1,2023-08-20,8,2023
13580,271,Lagos_WH,255,14,7,4.7,2023-05-12,5,2023
13581,290,Abuja_WH,112,23,2,2.5,2024-01-10,1,2024
13582,272,Kano_WH,225,10,9,1.2,2024-04-10,4,2024
13583,182,Lagos_WH,178,15,3,4.2,2023-10-18,10,2023
13584,220,Kano_WH,490,26,6,3.9,2024-01-06,1,2024
13585,219,Kano_WH,41,22,6,2.2,2024-01-08,1,2024
13586,277,Kano_WH,231,18,5,2.5,2024-04-09,4,2024
13587,166,Abuja_WH,173,1,0,3.0,2023-12-29,12,2023
